Customer,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Air Carrier
Met Office,35,1,35,Ticket,ECONOMY,08/08/2011,0,LONDON - LHR,LONDON - LHR,AMERICAN AIRLINES
Met Office,90.24,1,90.24,Ticket,ECONOMY,09/08/2011,269,BRISTOL,BELFAST INTL,EASYJET
Met Office,97.49,1,97.49,Ticket,ECONOMY,12/08/2011,287,BELFAST CITY,EXETER,FLYBE
Met Office,106.74,1,106.74,Ticket,ECONOMY,16/08/2011,269,BRISTOL,BELFAST INTL,EASYJET
Met Office,39,1,39,Ticket,ECONOMY,16/08/2011,402,LONDON - LHR,ABERDEEN,BRITISH MIDLAND
Met Office,-22.5,-1,-22.5,Ticket,ECONOMY,16/08/2011,-402,LONDON - LHR,ABERDEEN,BRITISH MIDLAND
Met Office,231.2,1,231.2,Ticket,ECONOMY,18/08/2011,2037,LARNACA,LONDON - LHR,BRITISH AIRWAYS
Met Office,231.2,1,231.2,Ticket,ECONOMY,18/08/2011,2037,LARNACA,LONDON - LHR,BRITISH AIRWAYS
Met Office,40,1,40,Ticket,ECONOMY,18/08/2011,0,ABERDEEN,LERWICK,FLYBE
Met Office,34,1,34,Ticket,ECONOMY,18/08/2011,0,EXETER,ABERDEEN,FLYBE
Met Office,108.49,1,108.49,Ticket,ECONOMY,19/08/2011,287,BELFAST CITY,EXETER,FLYBE
Met Office,74.24,1,74.24,Ticket,ECONOMY,23/08/2011,269,BRISTOL,BELFAST INTL,EASYJET
Met Office,291.33,1,291.33,Ticket,ECONOMY,24/08/2011,0,NULL,NULL,FLYBE
Met Office,65.24,1,65.24,Ticket,ECONOMY,24/08/2011,317,BRISTOL,EDINBURGH,EASYJET
Met Office,91.49,1,91.49,Ticket,ECONOMY,25/08/2011,360,EDINBURGH,EXETER,FLYBE
Met Office,167.3,1,167.3,Ticket,ECONOMY,27/08/2011,402,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Met Office,138.73,1,138.73,Ticket,ECONOMY,27/08/2011,266,ABERDEEN,MANCHESTER,FLYBE
Met Office,129.4,1,129.4,Ticket,ECONOMY,27/08/2011,266,MANCHESTER,ABERDEEN,BRITISH MIDLAND
Met Office,331.57,1,331.57,Ticket,ECONOMY,28/08/2011,309,ABERDEEN,STAVANGER,SCANDINAVIAN AIRLINES
Met Office,83.48,1,83.48,Ticket,ECONOMY,28/08/2011,494,BIRMINGHAM,HAMBURG,FLYBE
Met Office,138.3,1,138.3,Ticket,ECONOMY,30/08/2011,585,LONDON - LHR,MUNICH,BRITISH AIRWAYS
Met Office,88.48,1,88.48,Ticket,ECONOMY,01/09/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,188.42,1,188.42,Ticket,ECONOMY,02/09/2011,282,EDINBURGH,LERWICK,FLYBE
Met Office,173.14,1,173.14,Ticket,ECONOMY,02/09/2011,157,BENBECULA,GLASGOW,FLYBE
Met Office,92.9,1,92.9,Ticket,ECONOMY,02/09/2011,585,MUNICH,LONDON - LHR,BRITISH AIRWAYS
Met Office,46.5,1,46.5,Ticket,ECONOMY,02/09/2011,0,EDINBURGH,EXETER,FLYBE
Met Office,274.62,1,274.62,Ticket,ECONOMY,04/09/2011,637,LERWICK,EXETER,FLYBE
Met Office,127.69,1,127.69,Ticket,ECONOMY,04/09/2011,331,LONDON - LHR,EDINBURGH,BRITISH MIDLAND
Met Office,50.94,1,50.94,Ticket,ECONOMY,04/09/2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,409.9,1,409.9,Ticket,ECONOMY,05/09/2011,564,STAVANGER,LONDON - LHR,BRITISH MIDLAND
Met Office,196,1,196,Ticket,ECONOMY,06/09/2011,304,EAST MIDLANDS,ABERDEEN,EASTERN AIRWAYS
Met Office,178.3,1,178.3,Ticket,ECONOMY,06/09/2011,749,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,60,1,60,Ticket,ECONOMY,06/09/2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,16,1,16,Ticket,ECONOMY,06/09/2011,0,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,218.9,1,218.9,Ticket,ECONOMY,07/09/2011,266,MANCHESTER,ABERDEEN,BRITISH MIDLAND
Met Office,137.49,1,137.49,Ticket,ECONOMY,07/09/2011,0,NULL,NULL,FLYBE
Met Office,120.48,1,120.48,Ticket,ECONOMY,07/09/2011,450,EXETER,ABERDEEN,FLYBE
Met Office,120.48,1,120.48,Ticket,ECONOMY,07/09/2011,450,EXETER,ABERDEEN,FLYBE
Met Office,114.8,1,114.8,Ticket,ECONOMY,07/09/2011,585,MUNICH,LONDON - LHR,BRITISH AIRWAYS
Met Office,109.94,1,109.94,Ticket,ECONOMY,07/09/2011,429,INVERNESS,BRISTOL,EASYJET
Met Office,90.24,1,90.24,Ticket,ECONOMY,07/09/2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,69.48,1,69.48,Ticket,ECONOMY,07/09/2011,266,ABERDEEN,MANCHESTER,FLYBE
Met Office,91.37,1,91.37,Ticket,ECONOMY,08/09/2011,326,AMSTERDAM,BRISTOL,EASYJET
Met Office,104.59,1,104.59,Ticket,ECONOMY,09/09/2011,0,ABERDEEN,MANCHESTER,FLYBE
Met Office,89.4,1,89.4,Ticket,ECONOMY,09/09/2011,266,MANCHESTER,ABERDEEN,BRITISH MIDLAND
Met Office,88.3,1,88.3,Ticket,ECONOMY,09/09/2011,549,LONDON - LHR,TOULOUSE,BRITISH AIRWAYS
Met Office,75.49,1,75.49,Ticket,ECONOMY,09/09/2011,0,NULL,NULL,FLYBE
Met Office,74.48,1,74.48,Ticket,ECONOMY,09/09/2011,187,EXETER,MANCHESTER,FLYBE
Met Office,73.48,1,73.48,Ticket,ECONOMY,09/09/2011,450,EXETER,ABERDEEN,FLYBE
Met Office,62.48,1,62.48,Ticket,ECONOMY,09/09/2011,360,EDINBURGH,EXETER,FLYBE
Met Office,62.48,1,62.48,Ticket,ECONOMY,09/09/2011,360,EDINBURGH,EXETER,FLYBE
Met Office,82.85,1,82.85,Ticket,ECONOMY,10/09/2011,568,TOULOUSE,BRISTOL,EASYJET
Met Office,77.83,1,77.83,Ticket,ECONOMY,10/09/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,51.49,1,51.49,Ticket,ECONOMY,10/09/2011,0,NULL,NULL,FLYBE
Met Office,156.14,1,156.14,Ticket,ECONOMY,11/09/2011,188,LERWICK,ABERDEEN,FLYBE
Met Office,149.48,1,149.48,Ticket,ECONOMY,11/09/2011,231,ABERDEEN,LEEDS,FLYBE
Met Office,94.3,1,94.3,Ticket,ECONOMY,12/09/2011,588,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,66.99,1,66.99,Ticket,ECONOMY,13/09/2011,192,EDINBURGH,STORNOWAY,FLYBE
Met Office,81.94,1,81.94,Ticket,ECONOMY,14/09/2011,317,EDINBURGH,BRISTOL,EASYJET
Met Office,110.48,1,110.48,Ticket,ECONOMY,15/09/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,98.98,1,98.98,Ticket,ECONOMY,15/09/2011,530,STORNOWAY,EXETER,FLYBE
Met Office,134.39,1,134.39,Ticket,ECONOMY,16/09/2011,585,LONDON - LHR,MUNICH,LUFTHANSA
Met Office,638.03,1,638.03,Ticket,ECONOMY,17/09/2011,1313,LONDON - LHR,ST PETERSBURG,BRITISH AIRWAYS
Met Office,98,1,98,Ticket,ECONOMY,17/09/2011,695,BERLIN,BRISTOL,EASYJET
Met Office,68.87,1,68.87,Ticket,ECONOMY,17/09/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,-638.03,-1,-638.03,Ticket,ECONOMY,17/09/2011,-1313,LONDON - LHR,ST PETERSBURG,BRITISH AIRWAYS
Met Office,154.94,1,154.94,Ticket,ECONOMY,18/09/2011,429,INVERNESS,BRISTOL,EASYJET
Met Office,69,1,69,Ticket,ECONOMY,18/09/2011,331,EDINBURGH,LONDON - LHR,BRITISH MIDLAND
Met Office,111.7,1,111.7,Ticket,ECONOMY,19/09/2011,368,AMSTERDAM,EXETER,FLYBE
Met Office,106.67,1,106.67,Ticket,ECONOMY,19/09/2011,363,INVERNESS,BIRMINGHAM,FLYBE
Met Office,101.83,1,101.83,Ticket,ECONOMY,22/09/2011,229,EXETER,LEEDS,FLYBE
Met Office,101.83,1,101.83,Ticket,ECONOMY,22/09/2011,229,EXETER,LEEDS,FLYBE
Met Office,94.83,1,94.83,Ticket,ECONOMY,22/09/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,94.83,1,94.83,Ticket,ECONOMY,22/09/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,53.3,1,53.3,Ticket,ECONOMY,22/09/2011,469,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,239.93,1,239.93,Ticket,ECONOMY,23/09/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,239.93,1,239.93,Ticket,BUSINESS,23/09/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,94.83,1,94.83,Ticket,ECONOMY,23/09/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,-94.83,-1,-94.83,Ticket,ECONOMY,23/09/2011,-450,ABERDEEN,EXETER,FLYBE
Met Office,345.9,1,345.9,Ticket,ECONOMY,24/09/2011,309,STAVANGER,ABERDEEN,EASTERN AIRWAYS
Met Office,223.74,1,223.74,Ticket,ECONOMY,24/09/2011,329,ABERDEEN,BIRMINGHAM,FLYBE
Met Office,76.48,1,76.48,Ticket,ECONOMY,24/09/2011,306,NEWCASTLE,EXETER,FLYBE
Met Office,76.48,1,76.48,Ticket,ECONOMY,24/09/2011,306,NEWCASTLE,EXETER,FLYBE
Met Office,54.94,1,54.94,Ticket,ECONOMY,27/09/2011,536,BRISTOL,GENEVA,EASYJET
Met Office,117.8,1,117.8,Ticket,ECONOMY,28/09/2011,135,BRISTOL,GUERNSEY,AURIGNY AIR SERVICES
Met Office,325.5,1,325.5,Ticket,ECONOMY,29/09/2011,0,NULL,NULL,AIR FRANCE
Met Office,295.5,1,295.5,Ticket,ECONOMY,29/09/2011,0,NULL,NULL,AIR FRANCE
Met Office,150.24,1,150.24,Ticket,ECONOMY,29/09/2011,318,GLASGOW,BRISTOL,EASYJET
Met Office,97.98,1,97.98,Ticket,ECONOMY,29/09/2011,353,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Met Office,96.48,1,96.48,Ticket,ECONOMY,29/09/2011,450,EXETER,ABERDEEN,FLYBE
Met Office,96.48,1,96.48,Ticket,ECONOMY,29/09/2011,450,EXETER,ABERDEEN,FLYBE
Met Office,52.48,1,52.48,Ticket,ECONOMY,29/09/2011,222,EXETER,DUBLIN,FLYBE
Met Office,43.24,1,43.24,Ticket,ECONOMY,29/09/2011,318,BRISTOL,GLASGOW,EASYJET
Met Office,-20.48,-1,-20.48,Ticket,ECONOMY,29/09/2011,-353,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Met Office,256.7,1,256.7,Ticket,ECONOMY,30/09/2011,488,PARIS,DUBLIN,AIR FRANCE
Met Office,210.93,1,210.93,Ticket,ECONOMY,30/09/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,75.24,1,75.24,Ticket,ECONOMY,30/09/2011,309,BELFAST INTL,LUTON,EASYJET
Met Office,52.64,1,52.64,Ticket,ECONOMY,30/09/2011,24,GUERNSEY,JERSEY,AURIGNY AIR SERVICES
Met Office,100.83,1,100.83,Ticket,ECONOMY,01/10/2011,312,CARDIFF,GLASGOW,FLYBE
Met Office,178.48,1,178.48,Ticket,ECONOMY,02/10/2011,157,GLASGOW,BENBECULA,FLYBE
Met Office,174.69,1,174.69,Ticket,ECONOMY,02/10/2011,287,BELFAST CITY,EXETER,FLYBE
Met Office,151.29,1,151.29,Ticket,ECONOMY,02/10/2011,536,GENEVA,BRISTOL,EASYJET
Met Office,112.49,1,112.49,Ticket,ECONOMY,02/10/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,108.48,1,108.48,Ticket,ECONOMY,02/10/2011,152,JERSEY,BRISTOL,FLYBE
Met Office,61.79,1,61.79,Ticket,ECONOMY,02/10/2011,206,DUBLIN,BRISTOL,AER LINGUS
Met Office,60.48,1,60.48,Ticket,ECONOMY,02/10/2011,104,GLASGOW,BELFAST CITY,FLYBE
Met Office,756.13,1,756.13,Ticket,ECONOMY,03/10/2011,3240,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,129.44,1,129.44,Ticket,ECONOMY,03/10/2011,1665,LONDON - LGW,KOS,THOMSON FLY
Met Office,217,1,217,Ticket,PREMIUM ECONOMY,04/10/2011,2468,LOS ANGELES,MONTREAL,AIR CANADA
Met Office,169.1,1,169.1,Ticket,ECONOMY,04/10/2011,279,DUBLIN,LONDON - LHR,BRITISH MIDLAND
Met Office,137.48,1,137.48,Ticket,ECONOMY,05/10/2011,450,EXETER,ABERDEEN,FLYBE
Met Office,73.48,1,73.48,Ticket,ECONOMY,05/10/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,255,1,255,Ticket,PREMIUM ECONOMY,06/10/2011,487,MONTREAL,WASHINGTON - NATIONAL,AIR CANADA
Met Office,73.48,1,73.48,Ticket,ECONOMY,06/10/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,160.9,1,160.9,Ticket,ECONOMY,07/10/2011,403,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,80.83,1,80.83,Ticket,ECONOMY,07/10/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,832.7,1,832.7,Ticket,ECONOMY,08/10/2011,3240,MONTREAL,LONDON - LHR,BRITISH AIRWAYS
Met Office,156.79,1,156.79,Ticket,ECONOMY,08/10/2011,1665,KOS,LONDON - LGW,EASYJET
Met Office,81.11,1,81.11,Ticket,ECONOMY,08/10/2011,797,GDANSK,LUTON,WIZZAIR
Met Office,49.94,1,49.94,Ticket,ECONOMY,08/10/2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,21,1,21,Ticket,ECONOMY,08/10/2011,0,BRISTOL,INVERNESS,EASYJET
Met Office,9.3,1,9.3,Ticket,ECONOMY,08/10/2011,0,WASHINGTON,LONDON - LHR,BRITISH AIRWAYS
Met Office,-21,-1,-21,Ticket,ECONOMY,08/10/2011,0,BRISTOL,INVERNESS,EASYJET
Met Office,810.6,1,810.6,Ticket,ECONOMY,09/10/2011,3667,WASHINGTON,LONDON - LHR,BRITISH AIRWAYS
Met Office,110.83,1,110.83,Ticket,ECONOMY,09/10/2011,360,EDINBURGH,EXETER,FLYBE
Met Office,96.94,1,96.94,Ticket,ECONOMY,10/10/2011,1115,LONDON - LGW,PALERMO,EASYJET
Met Office,96.48,1,96.48,Ticket,ECONOMY,13/10/2011,450,ABERDEEN,EXETER,FLYBE
Met Office,90.84,1,90.84,Ticket,ECONOMY,13/10/2011,306,EXETER,NEWCASTLE,FLYBE
Met Office,81.83,1,81.83,Ticket,ECONOMY,13/10/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,80.83,1,80.83,Ticket,ECONOMY,13/10/2011,360,EXETER,EDINBURGH,FLYBE
Met Office,43.5,1,43.5,Ticket,ECONOMY,13/10/2011,251,NEWCASTLE,LONDON - LHR,BRITISH AIRWAYS
Met Office,177.87,1,177.87,Ticket,ECONOMY,15/10/2011,1449,DENVER,WASHINGTON,AIR SOUTHWEST
Met Office,177.87,1,177.87,Ticket,ECONOMY,15/10/2011,1449,DENVER,WASHINGTON,AIR SOUTHWEST
Met Office,101.84,1,101.84,Ticket,ECONOMY,15/10/2011,229,EXETER,LEEDS,FLYBE
Met Office,173.14,1,173.14,Ticket,ECONOMY,16/10/2011,157,BENBECULA,GLASGOW,FLYBE
Met Office,56.92,1,56.92,Ticket,ECONOMY,16/10/2011,331,EDINBURGH,LONDON - LHR,BRITISH AIRWAYS
Met Office,179.12,1,179.12,Ticket,ECONOMY,17/10/2011,312,GLASGOW,CARDIFF,FLYBE
Met Office,175.12,1,175.12,Ticket,ECONOMY,17/10/2011,312,GLASGOW,CARDIFF,FLYBE
Met Office,61.5,1,61.5,Ticket,ECONOMY,17/10/2011,1142,PALERMO,STANSTED,RYANAIR
Met Office,-175.12,-1,-175.12,Ticket,ECONOMY,17/10/2011,-312,GLASGOW,CARDIFF,FLYBE
Met Office,130.1,1,130.1,Ticket,ECONOMY,18/10/2011,490,ZURICH,LONDON - LHR,BRITISH AIRWAYS
Met Office,102.83,1,102.83,Ticket,ECONOMY,20/10/2011,426,LONDON - LGW,ABERDEEN,FLYBE
Met Office,127.48,1,127.48,Ticket,ECONOMY,22/10/2011,244,GLASGOW,EAST MIDLANDS,BMI BABY
Met Office,124.48,1,124.48,Ticket,ECONOMY,22/10/2011,223,EAST MIDLANDS,BELFAST CITY,BMI BABY
Met Office,124.94,1,124.94,Ticket,ECONOMY,23/10/2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,79.99,1,79.99,Ticket,ECONOMY,23/10/2011,568,TOULOUSE,BRISTOL,EASYJET
Met Office,222.68,1,222.68,Ticket,ECONOMY,25/10/2011,312,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Met Office,109.5,1,109.5,Ticket,ECONOMY,26/10/2011,266,ABERDEEN,MANCHESTER,BRITISH MIDLAND
Met Office,140.83,1,140.83,Ticket,ECONOMY,27/10/2011,468,LONDON - LGW,INVERNESS,FLYBE
Met Office,46.5,1,46.5,Ticket,ECONOMY,27/10/2011,0,EXETER,ABERDEEN,FLYBE
Met Office,12.99,1,12.99,Ticket,ECONOMY,27/10/2011,0,EXETER,ABERDEEN,FLYBE
Met Office,296.3,1,296.3,Ticket,ECONOMY,28/10/2011,314,BRUSSELS,BRISTOL,BRITISH MIDLAND
Met Office,54.3,1,54.3,Ticket,ECONOMY,28/10/2011,406,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,121,1,121,Ticket,ECONOMY,29/10/2011,440,FRANKFURT,SOUTHAMPTON,FLYBE
Met Office,100,1,100,Ticket,ECONOMY,29/10/2011,0,DENVER,LONDON - LHR,BRITISH AIRWAYS
Met Office,86.36,1,86.36,Ticket,ECONOMY,29/10/2011,266,MANCHESTER,ABERDEEN,FLYBE
Met Office,84.25,1,84.25,Ticket,ECONOMY,29/10/2011,0,ABERDEEN,EXETER,FLYBE
Met Office,12.99,1,12.99,Ticket,ECONOMY,29/10/2011,0,ABERDEEN,EXETER,FLYBE
Met Office,12.99,1,12.99,Ticket,ECONOMY,29/10/2011,0,EXETER,EDINBURGH,FLYBE
Met Office,0.3,1,0.3,Ticket,ECONOMY,29/10/2011,0,DENVER,LONDON - LHR,BRITISH AIRWAYS
Met Office,151.7,1,151.7,Ticket,ECONOMY,01/11/2011,0,BELFAST INTL,BRISTOL,EASYJET
Met Office,134.3,1,134.3,Ticket,ECONOMY,01/11/2011,331,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Met Office,98.08,1,98.08,Ticket,ECONOMY,01/11/2011,342,DORTMUND,LUTON,EASYJET
Met Office,90,1,90,Ticket,ECONOMY,01/11/2011,342,DORTMUND,LUTON,EASYJET
Met Office,68,1,68,Ticket,ECONOMY,01/11/2011,0,LONDON - LHR,BEIJING,BRITISH AIRWAYS INTERNET BOOKI
Met Office,-90,-1,-90,Ticket,ECONOMY,01/11/2011,-342,DORTMUND,LUTON,EASYJET
Met Office,62.94,1,62.94,Ticket,ECONOMY,02/11/2011,269,BELFAST INTL,BRISTOL,EASYJET
Met Office,62.3,1,62.3,Ticket,ECONOMY,02/11/2011,406,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,143.11,1,143.11,Ticket,ECONOMY,06/11/2011,363,GLASGOW,SOUTHAMPTON,FLYBE
Met Office,122.87,1,122.87,Ticket,ECONOMY,06/11/2011,260,BIRMINGHAM,GLASGOW,FLYBE
Met Office,111.83,1,111.83,Ticket,ECONOMY,06/11/2011,226,BIRMINGHAM,BELFAST CITY,FLYBE
Met Office,80.29,1,80.29,Ticket,ECONOMY,06/11/2011,440,FRANKFURT,SOUTHAMPTON,FLYBE
Met Office,42.46,1,42.46,Ticket,ECONOMY,06/11/2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,42.46,1,42.46,Ticket,ECONOMY,06/11/2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,31.8,1,31.8,Ticket,ECONOMY,11/11/2011,771,BARCELONA,AMSTERDAM,IBERIA
Met Office,108.13,1,108.13,Ticket,ECONOMY,12/11/2011,1086,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,108.13,1,108.13,Ticket,ECONOMY,12/11/2011,1086,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,99.3,1,99.3,Ticket,ECONOMY,14/11/2011,1086,GIBRALTAR,LONDON - LHR,BRITISH AIRWAYS
Met Office,57.76,1,57.76,Ticket,ECONOMY,14/11/2011,368,AMSTERDAM,EXETER,FLYBE
Met Office,107.7,1,107.7,Ticket,ECONOMY,15/11/2011,700,LONDON - LGW,BOLOGNA,BRITISH AIRWAYS
Met Office,58.74,1,58.74,Ticket,ECONOMY,15/11/2011,402,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,58.74,1,58.74,Ticket,ECONOMY,15/11/2011,402,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,73.94,1,73.94,Ticket,ECONOMY,17/11/2011,1067,GIBRALTAR,LONDON - LGW,EASYJET
Met Office,60.24,1,60.24,Ticket,ECONOMY,24/11/2011,874,LONDON - LGW,ROME,EASYJET
Met Office,40.5,1,40.5,Ticket,ECONOMY,24/11/2011,700,BOLOGNA,LONDON - LGW,EASYJET
Met Office,581.53,1,581.53,Ticket,ECONOMY,27/11/2011,3667,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Met Office,581.53,1,581.53,Ticket,ECONOMY,27/11/2011,3667,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Met Office,89.3,1,89.3,Ticket,ECONOMY,27/11/2011,898,ROME,LONDON - LHR,BRITISH AIRWAYS
Met Office,43.49,1,43.49,Ticket,ECONOMY,27/11/2011,229,EXETER,LEEDS,FLYBE
Met Office,116,1,116,Ticket,ECONOMY,01/12/2011,1009,WASHINGTON - NATIONAL,OMAHA,MISC SUPPLIERS
Met Office,116,1,116,Ticket,ECONOMY,01/12/2011,1009,WASHINGTON - NATIONAL,OMAHA,MISC SUPPLIERS
Met Office,70.3,1,70.3,Ticket,ECONOMY,02/12/2011,331,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Met Office,-70.3,-1,-70.3,Ticket,ECONOMY,02/12/2011,-331,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
